,movie_name,avg_rating,year
2244,Under the Rainbow (1981),2.50,1981
2245,Anywhere But Here (1999),3.02,1999
2246,Dogma (1999),3.62,1999
2247,"Messenger: The Story of Joan of Arc, The (1999)",3.05,1999
2248,Pokémon: The First Movie (1998),2.06,1998
2249,Felicia's Journey (1999),3.47,1999
2250,"Commitments, The (1991)",3.77,1991
2251,Holiday Inn (1942),3.84,1942
2252,"Longest Day, The (1962)",3.91,1962
2253,Poison Ivy (1992),2.58,1992
2254,Poison Ivy: New Seduction (1997),2.17,1997
2255,Tora! Tora! Tora! (1970),3.68,1970
2256,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),3.89,1988
2257,"Verdict, The (1982)",3.87,1982
2258,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",3.37,1984
2259,Stand and Deliver (1988),3.75,1988
2260,Moonstruck (1987),3.65,1987
2261,Jeremiah Johnson (1972),3.77,1972
2262,Repulsion (1965),3.88,1965
2263,Irma la Douce (1963),3.56,1963
2264,42 Up (1998),4.07,1998
2265,Liberty Heights (1999),3.53,1999
2266,Mansfield Park (1999),3.77,1999
2267,Sleepy Hollow (1999),3.54,1999
2268,"World Is Not Enough, The (1999)",3.20,1999
2269,All About My Mother (Todo sobre mi madre) (1999),4.01,1999
2270,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),3.57,1934
2271,Scrooged (1988),3.46,1988
2272,Harvey (1950),4.02,1950
2273,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.14,1948
2274,Matewan (1987),4.07,1987
2275,Kagemusha (1980),4.05,1980
2276,McCabe & Mrs. Miller (1971),3.81,1971
2277,Maurice (1987),3.77,1987
2278,"Grapes of Wrath, The (1940)",4.01,1940
2279,My Man Godfrey (1957),3.92,1957
2280,"Shop Around the Corner, The (1940)",4.00,1940
2281,"Natural, The (1984)",3.80,1984
2282,Shampoo (1975),3.25,1975
2283,"River Runs Through It, A (1992)",3.69,1992
2284,Fatal Attraction (1987),3.42,1987
2285,Jagged Edge (1985),3.60,1985
2286,Stanley & Iris (1990),3.10,1990
2287,Midnight Run (1988),3.81,1988
2288,Awakenings (1990),3.76,1990
2289,Backdraft (1991),3.32,1991
2290,"Fisher King, The (1991)",3.62,1991
2291,"River, The (1984)",3.12,1984
2292,Places in the Heart (1984),3.74,1984
2293,'night Mother (1986),3.45,1986
2294,End of Days (1999),2.64,1999
2295,Toy Story 2 (1999),3.84,1999
2296,Flawless (1999),3.22,1999
2297,Ride with the Devil (1999),3.30,1999
2298,Tumbleweeds (1999),3.45,1999
2299,"Distinguished Gentleman, The (1992)",2.95,1992
2300,"End of the Affair, The (1999)",3.60,1999
2301,Holy Smoke (1999),2.98,1999
2302,"Map of the World, A (1999)",3.27,1999
2303,Sweet and Lowdown (1999),3.68,1999
2304,Bonfire of the Vanities (1990),2.44,1990
2305,Grand Illusion (La grande illusion) (1937),4.15,1937
2306,"Great Santini, The (1979)",3.85,1979
2307,Stealing Home (1988),3.19,1988
2308,"Two Jakes, The (1990)",2.99,1990
2309,U2: Rattle and Hum (1988),3.41,1988
2310,Cradle Will Rock (1999),3.31,1999
2311,Deuce Bigalow: Male Gigolo (1999),2.62,1999
2312,"Green Mile, The (1999)",3.98,1999
2313,"Cider House Rules, The (1999)",3.71,1999
2314,"War Zone, The (1999)",3.60,1999
2315,"Last Picture Show, The (1971)",4.00,1971
2316,"7th Voyage of Sinbad, The (1958)",3.60,1958
2317,Anna and the King (1999),3.39,1999
2318,Bicentennial Man (1999),3.04,1999
2319,Stuart Little (1999),2.92,1999
2320,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3.62,1999
2321,Fantasia 2000 (1999),3.54,1999
2322,Magnolia (1999),3.86,1999
2323,Topsy-Turvy (1999),3.66,1999
2324,Boiling Point (1993),2.58,1993
2325,Carnal Knowledge (1971),3.56,1971
2326,Easy Rider (1969),3.71,1969
2327,"Falcon and the Snowman, The (1985)",3.56,1985
2328,Any Given Sunday (1999),3.18,1999
2329,Man on the Moon (1999),3.53,1999
2330,Galaxy Quest (1999),3.60,1999
2331,"Talented Mr. Ripley, The (1999)",3.48,1999
2332,Next Friday (2000),2.81,2000
2333,"Hurricane, The (1999)",3.76,1999
2334,Angela's Ashes (1999),3.51,1999
2335,Play it to the Bone (1999),2.44,1999
2336,Titus (1999),3.65,1999
2337,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",3.90,1999
2338,Snow Falling on Cedars (1999),3.34,1999
2339,"Girl, Interrupted (1999)",3.56,1999
2340,"Life and Times of Hank Greenberg, The (1998)",3.67,1998
2341,My Dog Skip (1999),3.52,1999
2342,Supernova (2000),2.28,2000
2343,"Way We Were, The (1973)",3.46,1973
2344,Stalag 17 (1953),4.11,1953
2345,"Presidio, The (1988)",3.14,1988
2346,Papillon (1973),3.97,1973
2347,Pal Joey (1957),3.37,1957
2348,"Last Detail, The (1973)",3.89,1973
2349,Five Easy Pieces (1970),3.91,1970
2350,Dead Calm (1989),3.60,1989
2351,"Boys from Brazil, The (1978)",3.55,1978
2352,Against All Odds (1984),3.00,1984
2353,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),2.75,1993
2354,Fast Times at Ridgemont High (1982),3.67,1982
2355,"Cry in the Dark, A (1988)",3.44,1988
2356,Batman: Mask of the Phantasm (1993),3.49,1993
2357,American Flyers (1985),3.33,1985
2358,"Star Is Born, A (1937)",3.54,1937
2359,Pacific Heights (1990),3.23,1990
2360,"Draughtsman's Contract, The (1982)",3.63,1982
2361,"Zed & Two Noughts, A (1985)",3.57,1985
2362,Woman in the Dunes (Suna no onna) (1964),4.01,1964
2363,Down to You (2000),2.64,2000
2364,"Odessa File, The (1974)",3.66,1974
2365,Where the Buffalo Roam (1980),3.15,1980
2366,Eye of the Beholder (1999),2.34,1999
2367,"Cup, The (Phörpa) (1999)",3.61,1999
2368,Encino Man (1992),2.57,1992
2369,"Goodbye Girl, The (1977)",3.62,1977
2370,Malcolm X (1992),3.80,1992
2371,Sister Act (1992),2.97,1992
2372,Sister Act 2: Back in the Habit (1993),2.49,1993
2373,"Hand That Rocks the Cradle, The (1992)",3.09,1992
2374,Alive (1993),3.43,1993
2375,Agnes of God (1985),3.36,1985
2376,Scent of a Woman (1992),3.74,1992
2377,Wayne's World (1992),3.46,1992
2378,Wayne's World 2 (1993),2.93,1993
2379,"League of Their Own, A (1992)",3.50,1992
2380,Patriot Games (1992),3.62,1992
2381,"Bodyguard, The (1992)",2.76,1992
2382,Death Becomes Her (1992),2.88,1992
2383,Far and Away (1992),3.27,1992
2384,Howards End (1992),3.77,1992
2385,Singles (1992),3.44,1992
2386,Twin Peaks: Fire Walk with Me (1992),3.46,1992
2387,White Men Can't Jump (1992),3.11,1992
2388,Buffy the Vampire Slayer (1992),2.93,1992
2389,Hard-Boiled (Lat sau san taam) (1992),3.98,1992
2390,Man Bites Dog (C'est arrivé près de chez vous) (1992),3.76,1992
2391,"Mariachi, El (1992)",3.63,1992
2392,Stop! Or My Mom Will Shoot (1992),1.77,1992
2393,Forever Young (1992),3.07,1992
2394,"Cutting Edge, The (1992)",3.36,1992
2395,Of Mice and Men (1992),3.72,1992
2396,Bad Lieutenant (1992),3.31,1992
2397,Scream 3 (2000),2.46,2000
2398,Single White Female (1992),3.06,1992
2399,"Boondock Saints, The (2000)",3.95,2000
2400,Gun Shy (2000),2.93,2000
2401,"Brandon Teena Story, The (1998)",3.67,1998
2402,"Beach, The (2000)",3.00,2000
2403,Snow Day (2000),2.22,2000
2404,"Tigger Movie, The (2000)",2.88,2000
2405,Not One Less (Yi ge dou bu neng shao) (1999),3.74,1999
2406,To Sir with Love (1967),3.79,1967
2407,Boiler Room (2000),3.49,2000
2408,Hanging Up (2000),2.33,2000
2409,Pitch Black (2000),3.40,2000
2410,"Whole Nine Yards, The (2000)",3.34,2000
2411,Beautiful People (1999),3.43,1999
2412,Blue Collar (1978),3.69,1978
2413,"Circus, The (1928)",3.91,1928
2414,City Lights (1931),4.17,1931
2415,"Flamingo Kid, The (1984)",3.16,1984
2416,"Kid, The (1921)",3.92,1921
2417,Reindeer Games (2000),2.65,2000
2418,Wonder Boys (2000),3.75,2000
2419,Mifune's Last Song (Mifunes sidste sang) (1999),3.54,1999
2420,Drowning Mona (2000),2.70,2000
2421,"Next Best Thing, The (2000)",2.35,2000
2422,What Planet Are You From? (2000),2.75,2000
2423,Beyond the Mat (1999),3.57,1999
2424,Ghost Dog: The Way of the Samurai (1999),3.73,1999
2425,Splendor in the Grass (1961),3.79,1961
2426,Key Largo (1948),4.01,1948
2427,For All Mankind (1989),3.97,1989
2428,Cross of Iron (1977),3.72,1977
2429,Bride of the Monster (1955),2.62,1955
2430,Born Yesterday (1950),3.88,1950
2431,Birdy (1984),3.81,1984
2432,Never Cry Wolf (1983),3.94,1983
2433,"Raisin in the Sun, A (1961)",3.87,1961
2434,Mission to Mars (2000),2.63,2000
2435,"Ninth Gate, The (1999)",3.19,1999
2436,East-West (Est-ouest) (1999),3.73,1999
2437,Defending Your Life (1991),3.60,1991
2438,Breaking Away (1979),4.02,1979
2439,Hoosiers (a.k.a. Best Shot) (1986),3.87,1986
2440,Bull Durham (1988),3.71,1988
2441,Dog Day Afternoon (1975),3.98,1975
2442,American Graffiti (1973),3.80,1973
2443,"Asphalt Jungle, The (1950)",3.89,1950
2444,"Searchers, The (1956)",3.99,1956
2445,"Big Country, The (1958)",3.75,1958
2446,Betrayed (1988),3.31,1988
2447,"Bridge at Remagen, The (1969)",3.44,1969
2448,On the Beach (1959),3.78,1959
2449,"Taking of Pelham One Two Three, The (1974)",3.80,1974
2450,Volunteers (1985),2.61,1985
2451,JFK (1991),3.67,1991
2452,Who's Harry Crumb? (1989),2.72,1989
2453,Harry and the Hendersons (1987),2.68,1987
2454,Who's That Girl? (1987),2.20,1987
2455,She-Devil (1989),2.19,1989
2456,Blind Date (1987),2.64,1987
2457,Nadine (1987),2.66,1987
2458,"Muppet Movie, The (1979)",3.68,1979
2459,"Great Muppet Caper, The (1981)",3.61,1981
2460,"Muppets Take Manhattan, The (1984)",3.47,1984
2461,Sesame Street Presents Follow That Bird (1985),3.06,1985
2462,We're Back! A Dinosaur's Story (1993),2.68,1993
2463,Baby... Secret of the Lost Legend (1985),2.23,1985
2464,Titanic (1953),3.26,1953
2465,"Night to Remember, A (1958)",3.83,1958
2466,Captain Horatio Hornblower R.N. (1951),3.71,1951
2467,Erin Brockovich (2000),3.59,2000
2468,Final Destination (2000),3.12,2000
2469,"Bear, The (Ours, L') (1988)",3.45,1988
2470,"Mirror, The (Zerkalo) (1975)",4.00,1975
2471,"Crimson Pirate, The (1952)",3.64,1952
2472,Thelma & Louise (1991),3.58,1991
2473,...And Justice for All (1979),3.62,1979
2474,Animal House (1978),3.83,1978
2475,She's Gotta Have It (1986),3.42,1986
2476,School Daze (1988),2.86,1988
2477,Do the Right Thing (1989),3.85,1989
2478,Mo' Better Blues (1990),3.27,1990
2479,Jungle Fever (1991),3.17,1991
2480,Coogan's Bluff (1968),3.32,1968
2481,"Champ, The (1979)",3.07,1979
2482,Creature Comforts (1989),4.12,1989
2483,Death Wish (1974),3.18,1974
2484,Death Wish 2 (1982),2.41,1982
2485,Death Wish 3 (1985),2.17,1985
2486,Death Wish 4: The Crackdown (1987),1.86,1987
2487,Double Indemnity (1944),4.22,1944
2488,Dying Young (1991),2.77,1991
2489,Teenage Mutant Ninja Turtles (1990),2.81,1990
2490,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.48,1991
2491,Teenage Mutant Ninja Turtles III (1993),2.16,1993
2492,Red Dawn (1984),3.19,1984
2493,Bloodsport (1988),3.14,1988
2494,Eyes of Laura Mars (1978),3.17,1978
2495,Funny Bones (1995),3.55,1995
2496,"Good Earth, The (1937)",3.73,1937
2497,"Good Morning, Vietnam (1987)",3.66,1987
2498,Grumpy Old Men (1993),3.34,1993
2499,Guess Who's Coming to Dinner (1967),3.86,1967
2500,Romeo Must Die (2000),2.99,2000
2501,Here on Earth (2000),2.57,2000
2502,Whatever It Takes (2000),2.76,2000
2503,"Color of Paradise, The (Rang-e khoda) (1999)",3.87,1999
2504,Waking the Dead (2000),3.14,2000
2505,Gothic (1986),2.72,1986
2506,Lord of the Flies (1963),3.55,1963
2507,Modern Times (1936),4.14,1936
2508,Heart and Souls (1993),3.45,1993
2509,Hud (1963),3.97,1963
2510,"Hustler, The (1961)",4.12,1961
2511,Inherit the Wind (1960),4.09,1960
2512,Dersu Uzala (1975),4.08,1975
2513,Close Encounters of the Third Kind (1977),3.79,1977
2514,"Place in the Sun, A (1951)",3.92,1951
2515,Jacob's Ladder (1990),3.68,1990
2516,Empire Records (1995),3.37,1995
2517,"Bamba, La (1987)",3.24,1987
2518,Ladyhawke (1985),3.57,1985
2519,Lucas (1986),3.44,1986
2520,High Fidelity (2000),3.84,2000
2521,"Road to El Dorado, The (2000)",3.18,2000
2522,"Skulls, The (2000)",2.75,2000
2523,El Dorado (1966),3.62,1966
2524,Hook (1991),3.17,1991
2525,True Grit (1969),3.64,1969
2526,Max Dugan Returns (1983),3.10,1983
2527,Midnight Express (1978),3.90,1978
2528,Misery (1990),3.75,1990
2529,Mr. Saturday Night (1992),2.63,1992
2530,Murphy's Romance (1985),3.48,1985
2531,My Life (1993),3.39,1993
2532,Solaris (Solyaris) (1972),3.79,1972
2533,Network (1976),4.02,1976
2534,No Way Out (1987),3.77,1987
2535,North Dallas Forty (1979),3.25,1979
2536,"Odd Couple, The (1968)",3.91,1968
2537,"Outlaw Josey Wales, The (1976)",3.93,1976
2538,Black and White (1999),2.88,1999
2539,Frequency (2000),3.57,2000
2540,Ready to Rumble (2000),2.46,2000
2541,Return to Me (2000),3.56,2000
2542,Rules of Engagement (2000),3.29,2000
2543,Me Myself I (2000),3.13,2000
2544,"Bell, Book and Candle (1958)",3.67,1958
2545,Force 10 from Navarone (1978),3.31,1978
2546,Mystery Train (1989),3.90,1989
2547,Arthur (1981),3.30,1981
2548,Bachelor Party (1984),3.07,1984
2549,Parenthood (1989),3.60,1989
2550,Predator (1987),3.62,1987
2551,"Prince of Tides, The (1991)",3.08,1991
2552,"Postman Always Rings Twice, The (1981)",3.37,1981
2553,28 Days (2000),3.09,2000
2554,American Psycho (2000),3.50,2000
2555,Keeping the Faith (2000),3.46,2000
2556,Where the Money Is (2000),3.11,2000
2557,East is East (1999),3.56,1999
2558,"Filth and the Fury, The (2000)",3.75,2000
2559,Diner (1982),3.90,1982
2560,Shakes the Clown (1992),2.82,1992
2561,Cabaret (1972),3.89,1972
2562,What Ever Happened to Baby Jane? (1962),3.78,1962
2563,Prick Up Your Ears (1987),3.70,1987
2564,Auntie Mame (1958),3.89,1958
2565,Guys and Dolls (1955),3.75,1955
2566,"Hunger, The (1983)",3.38,1983
2567,Marathon Man (1976),3.87,1976
2568,Caddyshack (1980),3.70,1980
2569,Gossip (2000),2.81,2000
2570,Love and Basketball (2000),3.43,2000
2571,U-571 (2000),3.34,2000
2572,"Virgin Suicides, The (1999)",3.65,1999
2573,Jennifer 8 (1992),2.94,1992
2574,Limelight (1952),3.74,1952
2575,"Crow: Salvation, The (2000)",2.25,2000
2576,"Flintstones in Viva Rock Vegas, The (2000)",1.83,2000
2577,Where the Heart Is (2000),3.29,2000
2578,"Big Kahuna, The (2000)",3.29,2000
2579,"Idiots, The (Idioterne) (1998)",3.54,1998
2580,Time Code (2000),3.19,2000
2581,Carnosaur (1993),1.65,1993
2582,"Hidden, The (1987)",3.58,1987
2583,Two Moon Junction (1988),2.48,1988
2584,Gladiator (2000),3.95,2000
2585,I Dreamed of Africa (2000),2.49,2000
2586,Human Traffic (1999),3.67,1999
2587,Breathless (1983),2.80,1983
2588,"Lords of Flatbush, The (1974)",2.87,1974
2589,Mr. Mom (1983),3.26,1983
2590,Battlefield Earth (2000),1.60,2000
2591,Center Stage (2000),3.26,2000
2592,Screwed (2000),2.54,2000
2593,Whipped (2000),2.56,2000
2594,Hamlet (2000),3.44,2000
2595,Anchors Aweigh (1945),3.60,1945
2596,Blue Hawaii (1961),2.71,1961
2597,Gypsy (1962),3.60,1962
2598,On the Town (1949),3.90,1949
2599,Pee-wee's Big Adventure (1985),3.28,1985
2600,Things Change (1988),3.63,1988
2601,Honeymoon in Vegas (1992),3.13,1992
2602,Dinosaur (2000),3.10,2000
2603,Loser (2000),2.63,2000
2604,Road Trip (2000),3.18,2000
2605,Small Time Crooks (2000),3.32,2000
2606,"Hollywood Knights, The (1980)",3.10,1980
2607,"Twelve Chairs, The (1970)",3.56,1970
2608,Mission: Impossible II (2000),2.96,2000
2609,Shanghai Noon (2000),3.32,2000
2610,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),2.80,1999
2611,Carnival of Souls (1962),3.47,1962
2612,Flying Tigers (1942),3.36,1942
2613,"Gold Rush, The (1925)",4.09,1925
2614,Monsieur Verdoux (1947),3.73,1947
2615,On Her Majesty's Secret Service (1969),3.41,1969
2616,Seven Days in May (1964),4.02,1964
2617,"Spy Who Loved Me, The (1977)",3.54,1977
2618,Moonraker (1979),3.15,1979
2619,"Man with the Golden Gun, The (1974)",3.48,1974
2620,"Fighting Seabees, The (1944)",3.31,1944
2621,Big Momma's House (2000),2.40,2000
2622,American Gigolo (1980),3.06,1980
2623,"Endless Summer, The (1966)",3.79,1966
2624,"Guns of Navarone, The (1961)",3.81,1961
2625,Blow-Out (La grande bouffe) (1973),3.64,1973
2626,Quatermass and the Pit (1967),3.70,1967
2627,Puppet Master (1989),2.77,1989
2628,Puppet Master II (1991),2.17,1991
2629,Puppet Master III: Toulon's Revenge (1991),2.13,1991
2630,Romeo and Juliet (1968),3.65,1968
2631,Stay Tuned (1992),2.51,1992
2632,Blazing Saddles (1974),3.88,1974
2633,Benji (1974),2.88,1974
2634,White Christmas (1954),3.79,1954
2635,Eraserhead (1977),3.60,1977
2636,Baraka (1992),4.05,1992
2637,"Man with the Golden Arm, The (1955)",3.68,1955
2638,"Decline of Western Civilization, The (1981)",3.93,1981
2639,"Decline of Western Civilization Part II: The Metal Years, The (1988)",3.76,1988
2640,For a Few Dollars More (Per qualche dollaro in più) (1965),3.97,1965
2641,Magnum Force (1973),3.59,1973
2642,Blood Simple (1984),4.03,1984
2643,"Fabulous Baker Boys, The (1989)",3.34,1989
2644,Prizzi's Honor (1985),3.59,1985
2645,Flatliners (1990),3.24,1990
2646,Porky's (1982),2.70,1982
2647,Porky's II: The Next Day (1983),2.06,1983
2648,Porky's Revenge (1985),2.04,1985
2649,Class of Nuke 'Em High (1986),2.36,1986
2650,"Toxic Avenger, The (1985)",2.80,1985
2651,"Toxic Avenger, Part II, The (1989)",2.28,1989
2652,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",2.01,1989
2653,Night of the Creeps (1986),2.86,1986
2654,Predator 2 (1990),2.83,1990
2655,"Running Man, The (1987)",3.19,1987
2656,Starman (1984),3.42,1984
2657,"Brother from Another Planet, The (1984)",3.55,1984
2658,Alien Nation (1988),3.15,1988
2659,Mad Max (1979),3.54,1979
2660,"Road Warrior, The (Mad Max 2) (1981)",3.65,1981
2661,Mad Max Beyond Thunderdome (1985),3.10,1985
2662,Bird on a Wire (1990),2.68,1990
2663,Angel Heart (1987),3.57,1987
2664,9 1/2 Weeks (Nine 1/2 Weeks) (1986),2.96,1986
2665,Firestarter (1984),2.98,1984
2666,Sleepwalkers (1992),2.38,1992
2667,Action Jackson (1988),2.26,1988
2668,Soapdish (1991),3.24,1991
2669,"Long Walk Home, The (1990)",3.78,1990
2670,Burglar (1987),2.39,1987
2671,Gone in 60 Seconds (2000),3.07,2000
2672,American Pimp (1999),3.36,1999
2673,Love's Labour's Lost (2000),2.99,2000
2674,Sunshine (1999),3.63,1999
2675,Hamlet (1990),3.59,1990
2676,Coming Home (1978),3.70,1978
2677,American Pop (1981),3.08,1981
2678,Assault on Precinct 13 (1976),3.54,1976
2679,Near Dark (1987),3.63,1987
2680,One False Move (1992),3.84,1992
2681,Shaft (1971),3.28,1971
2682,"Conversation, The (1974)",4.09,1974
2683,"Fury, The (1978)",3.06,1978
2684,"Paper Chase, The (1973)",3.82,1973
2685,Prince of the City (1981),3.60,1981
2686,Serpico (1973),3.93,1973
2687,"Ace in the Hole (Big Carnival, The) (1951)",3.95,1951
2688,"Sugarland Express, The (1974)",3.43,1974
2689,Trouble in Paradise (1932),3.97,1932
2690,Big Trouble in Little China (1986),3.46,1986
2691,Badlands (1973),4.04,1973
2692,Battleship Potemkin (1925),3.90,1925
2693,Boys and Girls (2000),2.67,2000
2694,Shaft (2000),2.98,2000
2695,Titan A.E. (2000),3.26,2000
2696,Butterfly (La lengua de las mariposas) (1999),3.77,1999
2697,Jesus' Son (1999),3.63,1999
2698,Chicken Run (2000),3.58,2000
2699,"Me, Myself & Irene (2000)",2.98,2000
2700,"Patriot, The (2000)",3.46,2000
2701,"Adventures of Rocky and Bullwinkle, The (2000)",2.26,2000
2702,"Perfect Storm, The (2000)",3.07,2000
2703,Communion (1989),2.85,1989
2704,"Kentucky Fried Movie, The (1977)",3.41,1977
2705,"Bound by Honor (a.k.a. Blood In, Blood Out) (1993)",3.66,1993
2706,F/X (1986),3.44,1986
2707,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),2.70,1991
2708,"Hot Spot, The (1990)",3.06,1990
2709,Missing in Action (1984),2.49,1984
2710,Missing in Action 2: The Beginning (1985),2.10,1985
2711,Braddock: Missing in Action III (1988),2.10,1988
2712,Thunderbolt and Lightfoot (1974),3.40,1974
2713,Dreamscape (1984),3.36,1984
2714,The Golden Voyage of Sinbad (1973),3.46,1973
2715,House Party (1990),2.79,1990
2716,House Party 2 (1991),2.05,1991
2717,Croupier (1998),3.82,1998
2718,"Kid, The (2000)",3.14,2000
2719,Scary Movie (2000),2.77,2000
2720,But I'm a Cheerleader (1999),3.36,1999
2721,Shower (Xizao) (1999),3.83,1999
2722,Blow-Up (Blowup) (1966),3.87,1966
2723,"Pawnbroker, The (1964)",4.01,1964
2724,Groove (2000),3.34,2000
2725,Footloose (1984),3.09,1984
2726,X-Men (2000),3.60,2000
2727,Chuck & Buck (2000),3.27,2000
2728,"Five Senses, The (1999)",3.49,1999
2729,"In Crowd, The (2000)",2.27,2000
2730,What Lies Beneath (2000),3.22,2000
2731,Pokémon the Movie 2000 (2000),1.87,2000
2732,Anatomy of a Murder (1959),4.06,1959
2733,Freejack (1992),2.53,1992
2734,Sinbad and the Eye of the Tiger (1977),3.18,1977
2735,What About Bob? (1991),3.39,1991
2736,White Sands (1992),2.96,1992
2737,Breaker Morant (1980),4.03,1980
2738,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3.54,1972
2739,Interiors (1978),3.52,1978
